HDFCBANK-IL.NS       "HDFC BANK LIMITED"                                                                                 
BAJAJHLDN.NS         "Bajaj Holdings and Investment Ltd"                                                                 
APOLLOHOSP-EQ.NS     "APOLLO HOSPITALS ENTERPRISE LIM"                                                                   
VICEROY.NS           "Viceroy Hotels Ltd"                                                                                
ALPINEHOU-BE.NS      "Alpine Housing Dev Corp"                                                                           
WONDERLA.NS          "Wonderla Holidays Ltd"                                                                             
HOTELRUGB.NS         "Hotel Rugby Ltd"                                                                                   
HEXATRADE.NS         ""                                                                                                  
APOLLOHOS.NS         "Apollo Hospitals Enterprise Ltd"                                                                   
APOLSINHOT-BE.NS     "Apollo Sindoori Hotels Li"                                                                         
STEL.NS              "STEL Holdings Ltd"                                                                                 
HEG.NS               "HEG Ltd"                                                                                           
HIRECT.NS            "Hind Rectifiers Ltd"                                                                               
HUBTOWN.NS           "HUBTOWN LIMITED"                                                                                   
HINDUJAVE.NS         "Hinduja Ventures Ltd"                                                                              
HERITGFOOD-EQ.NS     "HERITAGE FOODS LIMITED"                                                                            
SAYAJIHOTL-BE.NS     "Sayaji Hotels Limited"                                                                             
HONDAPOWE.NS         "Honda Siel Power Products Ltd"                                                                     
DWSHYD13GP-MF.NS     "DEUTSCHE ASSET MGM DWS HYBRID F"                                                                   
GSKCONS.NS           "Glaxosmithkline Consumer Healthcare Ltd"                                                           
APOLSINHOT-EQ.NS     "APOLLO SINDOORI HOTELS LIMITED"                                                                    
HSIL.NS              "HSIL Ltd"                                                                                          
HCPO36MSRG-MF.NS     "HDFC MUTUAL FUND CAP PRO 36M RE"                                                                   
PNEUMATIC-EQ.NS      "PNEUMATIC HOLDINGS LIMITED"                                                                        
HESTERBIO.NS         "Hester Biosciences Ltd"                                                                            
GANESHHOUC-EQ.NS     "GANESH HOUSING CORPORATION LIMI"                                                                   
TTKHLTCARE-EQ.NS     "TTK Healthcare Limited"                                                                            
HINDOILEX.NS         "Hindustan Oil Exploration Co Ltd"                                                                  
ASHIANA.NS           "Ashiana Housing Limited"                                                                           
SBIN.NS              "State Bank of India"                                                                               
TATASTEEL.NS         "Tata Steel Ltd"                                                                                    
RELIANCE.NS          "Reliance Industries Ltd"                                                                           
ICICIBANK.NS         "ICICI Bank Ltd"                                                                                    
VEDL-EQ.NS           "VEDANTA LIMITED"                                                                                   
MARUTI.NS            "Maruti Suzuki India Ltd"                                                                           
KEI.NS               "KEI Industries Ltd"                                                                                
DLF.NS               "DLF Ltd"                                                                                           
AUROPHARM.NS         "AUROBINDO PHARMA LIMITED"                                                                          
ZEEL.NS              "Zee Entertainment Enterprises Ltd"                                                                 
RELINFRA.NS          "Reliance Infrastructure Ltd"                                                                       
SKSMICRO.NS          "SKS Microfinance Ltd"                                                                              
CIPLA.NS             "Cipla Ltd"                                                                                         
BHARTIART.NS         "Bharti Airtel Ltd"                                                                                 
TCS.NS               "Tata Consultancy Services Ltd"                                                                     
RCOM.NS              "Reliance Communications Ltd"                                                                       
GRASIM.NS            "Grasim Industries Ltd"                                                                             
SUZLON.NS            "Suzlon Energy Ltd"                                                                                 
EXIDEIND.NS          "Exide Industries Ltd"                                                                              
ASHOKLEY.NS          "Ashok Leyland Ltd"                                                                                 
ITC.NS               "ITC Ltd"                                                                                           
AXISBANK.NS          "Axis Bank Ltd"                                                                                     
WIPRO.NS             "Wipro Ltd"                                                                                         
INDIANB.NS           "Indian Bank"                                                                                       
HINDALCO.NS          "Hindalco Industries Ltd"                                                                           
YESBANK.NS           "Yes Bank Ltd"                                                                                      
LUPIN.NS             "Lupin Ltd"                                                                                         
RELCAPITA.NS         "Reliance Capital Ltd"                                                                              
RPOWER.NS            "Reliance Power Ltd"                                                                                
PNB.NS               "Punjab National Bank"                                                                              
NTPC.NS              "NTPC Ltd"                                                                                          
HDFC.NS              "Housing Development Finance Corp Ltd"                                                              
DISHTV.NS            "Dish TV India Ltd"                                                                                 
BANKINDIA.NS         "Bank Of India"                                                                                     
JPASSOCIA.NS         "Jaiprakash Associates Ltd"                                                                         
BANKBAROD.NS         "Bank of Baroda"                                                                                    
UNIONBANK.NS         "Union Bank of India"                                                                               
SAIL.NS              "Steel Authority Of India Ltd"                                                                      
INFY.NS              "INFOSYS LIMITED"                                                                                   
DRREDDY.NS           "Dr Reddy Laboratories Ltd"                                                                         
TATACOFFE.NS         "Tata Coffee Ltd"                                                                                   
MONSANTO.NS          "Monsanto India Ltd"                                                                                
KWALITY.NS           "Kwality Ltd"                                                                                       
IFCI.NS              "IFCI Ltd"                                                                                          
GAIL.NS              "GAIL India Ltd"                                                                                    
CAIRN.NS             "Cairn India Ltd"                                                                                   
BAJAJHIND.NS         "Bajaj Hindusthan Sugar Ltd"                                                                        
RENUKA.NS            "Shree Renuka Sugars Ltd"                                                                           
MRF.NS               "MRF Ltd"                                                                                           
GMRINFRA.NS          "GMR Infrastructure Ltd"                                                                            
TECHM.NS             "Tech Mahindra Ltd"                                                                                 
PETRONET.NS          "Petronet LNG Ltd"                                                                                  
IGL.NS               "Indraprastha Gas Ltd"                                                                              
HEROMOTOC.NS         "HERO MOTOCORP LIMITED"                                                                             
SUBEX.NS             "Subex Ltd"                                                                                         
SREINFRA.NS          "SREI Infrastructure Finance Ltd"                                                                   
SMSPHARMA.NS         "SMS Pharmaceuticals Ltd"                                                                           
SIEMENS.NS           "Siemens Ltd"                                                                                       
NHPC.NS              "NHPC Ltd"                                                                                          
NESTLEIND.NS         "Nestle India Ltd"                                                                                  
JSWSTEEL.NS          "JSW Steel Ltd"                                                                                     
JKLAKSHMI.NS         "JK Lakshmi Cement Ltd"                                                                             
IRB.NS               "IRB Infrastructure Developers Ltd"                                                                 
INDIGO-EQ.NS         "InterGlobe Aviation Ltd"                                                                           
GRANULES.NS          "Granules India Ltd"                                                                                
FEDERALBN.NS         "Federal Bank Limited"                                                                              
CADILAHC.NS          "Cadila Healthcare Ltd"                                                                             
BERGEPAIN.NS         "Berger Paints India Ltd"                                                                           
BAJAJ-AUTO-EQ.NS     "BAJAJ AUTO LIMITED"                                                                                
STAR.NS              "Strides Arcolab Ltd"                                                                               
SOUTHBANK.NS         "South Indian Bank Ltd"                                                                             
SINTEX.NS            "Sintex Industries Limited"                                                                         
PUNJLLOYD.NS         "Punj Lloyd Ltd"                                                                                    
JAICORPLT.NS         "Jai Corp Ltd"                                                                                      
IDEA.NS              "Idea Cellular Ltd"                                                                                 
FCEL-EQ.NS           "FUTURE CONSUMER ENTERPRISE LIMI"                                                                   
ESSAROIL.NS          "Essar Oil Ltd"                                                                                     
DCW.NS               "DCW Ltd"                                                                                           
CESC.NS              "CESC Ltd"                                                                                          
BOSCHLTD.NS          "Bosch Ltd"                                                                                         
ALOKTEXT.NS          "Alok Industries Ltd"                                                                               
TORNTPOWE.NS         "Torrent Power Ltd"                                                                                 
TATAELXSI.NS         "Tata Elxsi Ltd"                                                                                    
SJVN.NS              "SJVN Ltd"                                                                                          
SELMCL.NS            "SEL Manufacturing Co Ltd"                                                                          
CONCOR.NS            "Container Corporation of India Ltd"                                                                
CEATLTD.NS           "Ceat Ltd"                                                                                          
BPCL.NS              "Bharat Petroleum Corp Ltd"                                                                         
BHARATFOR.NS         "Bharat Forge Ltd"                                                                                  
BEML.NS              "BEML Ltd"                                                                                          
ADSL-EQ.NS           "ALLIED DIGITAL SERVICES LIMITED"                                                                   
ADANIPORT.NS         "ADANI PORTS AND SPECIAL ECONOMI"                                                                   
ABIRLANUV.NS         "Aditya Birla Nuvo Ltd"                                                                             
UCOBANK.NS           "UCO Bank"                                                                                          
TV18BRDCS.NS         "TV18 BROADCAST LIMITED"                                                                            
TIPSINDLT.NS         "TIPS Industries Ltd"                                                                               
TIDEWATER.NS         "Tide Water Oil Co India Ltd"                                                                       
ABB.NS               "ABB India Ltd"                                                                                     
ABAN.NS              "Aban Offshore Ltd"                                                                                 
WHIRLPOOL.NS         "Whirlpool of India Ltd"                                                                            
VOLTAMP.NS           "Voltamp Transformers Ltd"                                                                          
ULTRACEMC.NS         "UltraTech Cement Ltd"                                                                              
TVSMOTOR.NS          "TVS Motor Co Ltd"                                                                                  
TRITURBIN.NS         "TRIVENI TURBINE LIMITED"                                                                           
NESCO.NS             "Nesco Ltd"                                                                                         
NELCO.NS             "Nelco Ltd"                                                                                         
NECLIFE.NS           "Nectar Lifesciences Ltd"                                                                           
MRPL.NS              "Mangalore Refinery and Petrochemicals Ltd"                                                         
MPHASIS.NS           "Mphasis Ltd"                                                                                       
MOIL.NS              "MOIL Limited"                                                                                      
MCLEODRUS.NS         "McLeod Russel India Ltd"                                                                           
MARKSANS.NS          "Marksans Pharma Ltd"                                                                               
MAJESCO-EQ.NS        "MAJESCO LIMITED"                                                                                   
LOKESHMAC.NS         "Lokesh Machines Ltd"                                                                               
KRBL.NS              "KRBL Ltd"                                                                                          
KITEX.NS             "Kitex Garments Ltd"                                                                                
KESORAMIN.NS         "Kesoram Industries Ltd"                                                                            
KAMATHOTE.NS         "Kamat Hotels India Ltd"                                                                            
JSL.NS               "Jindal Stainless Ltd"                                                                              
IPCALAB.NS           "Ipca Laboratories Ltd"                                                                             
IOC.NS               "Indian Oil Corp Ltd"                                                                               
INDUSINDB.NS         "IndusInd Bank Ltd"                                                                                 
FORTIS.NS            "Fortis Healthcare Ltd"                                                                             
FCSSOFT.NS           "FCS Software Solutions Ltd"                                                                        
EXCELCROP.NS         "Excel Crop Care Ltd"                                                                               
EROSMEDIA.NS         "Eros International Media Ltd"                                                                      
DEEPIND.NS           "Deep Industries Ltd"                                                                               
CORPBANK.NS          "Corporation Bank"                                                                                  
CIMMCO.NS            "Cimmco Ltd"                                                                                        
VSTIND.NS            "VST Industries Ltd"                                                                                
VIMTALABS.NS         "Vimta Labs Ltd"                                                                                    
VIDEOIND.NS          "Videocon Industries Ltd"                                                                           
VHL.NS               "Vardhman Holdings Ltd"                                                                             
VETO-EQ.NS           "VETO SWITCHGEARS AND CABLES LIM"                                                                   
TEXMOPIPES-EQ.NS     "TEXMO PIPES AND PRODUCTS LIMITE"                                                                   
TATACOMM.NS          "Tata Communications Ltd"                                                                           
SURANAIND.NS         "Surana Industries Ltd"                                                                             
SUPREMEIN.NS         "The Supreme Industries Limited"                                                                    
SUNDARMFI.NS         "Sundaram Finance Ltd"                                                                              
SUNCLAYLT.NS         "SUNDARAM CLAYTON LIMITED"                                                                          
RELAXO.NS            "Relaxo Footwears Limited"                                                                          
RECLTD.NS            "Rural Electrification Corp Ltd"                                                                    
RAYMOND.NS           "Raymond Ltd"                                                                                       
RAJESHEXPO-EQ.NS     "RAJESH EXPORTS LIMITED"                                                                            
RAIN-EQ.NS           "RAIN INDUSTRIES LIMITED"                                                                           
PVR.NS               "PVR Ltd"                                                                                           
PVP.NS               "PVP Ventures Ltd"                                                                                  
PTC.NS               "PTC India Ltd"                                                                                     
PRESTIGE.NS          "Prestige Estates Projects Ltd"                                                                     
PRATIBHA.NS          "Pratibha Industries Ltd"                                                                           
PIONEEREMB-EQ.NS     "PIONEER EMBROIDERIES LIMITED"                                                                      
PATELENG.NS          "Patel Engineering Ltd"                                                                             
PARSVNATH.NS         "Parsvnath Developers Limited"                                                                      
ORIENTBANK-EQ.NS     "ORIENTAL BANK OF COMMERCE"                                                                         
ORBITCORP.NS         "Orbit Corp Ltd"                                                                                    
OILCOUNTU.NS         "Oil Country Tubular Ltd"                                                                           
OCL.NS               "OCL India Ltd"                                                                                     
JBFIND.NS            "JBF Industries Ltd"                                                                                
IVRCLINFR.NS         "IVRCL Ltd"                                                                                         
IVP.NS               "IVP Ltd"                                                                                           
ITDCEM.NS            "ITD Cementation India Ltd"                                                                         
INTELLECT-EQ.NS      "INTELLECT DESIGN ARENA LIMITED"                                                                    
INGVYSYAB.NS         "ING Vysya Bank Ltd"                                                                                
INDOTECH.NS          "Indo Tech Transformers Ltd"                                                                        
INDIANCAR.NS         "Indian Card Clothing Co Ltd"                                                                       
GTL.NS               "GTL Ltd"                                                                                           
GREENPOWER-EQ.NS     "ORIENT GREEN POWER COMPANY LIMI"                                                                   
GREENPLY.NS          "Greenply Industries Ltd"                                                                           
GRASIM-IL.NS         "GRASIM INDUSTRIES LIMITED"                                                                         
GODREJCP.NS          "Godrej Consumer Products Ltd"                                                                      
GODFRYPHL.NS         "Godfrey Phillips India Ltd"                                                                        
GINNIFILA.NS         "Ginni Filaments Ltd"                                                                               
ESL.NS               "Electrosteel Steels Ltd"                                                                           
ESABINDIA.NS         "Esab India Ltd"                                                                                    
ELGIRUBCO.NS         "Elgi Rubber Co Ltd"                                                                                
DLINKINDI.NS         "Smartlink Network Systems Ltd"                                                                     
DHAMPURSU.NS         "Dhampur Sugar Mills Ltd"                                                                           
DCMSHRIRAM-EQ.NS     "DCM SHRIRAM LIMITED"                                                                               
DBREALTY.NS          "D B Realty Ltd"                                                                                    
BBL.NS               "Bharat Bijlee Ltd"                                                                                 
BASF.NS              "BASF India Ltd"                                                                                    
BAJAJHLDN.NS         "Bajaj Holdings and Investment Ltd"                                                                 
ASSAMCO.NS           "Assam Co India Ltd"                                                                                
ARSHIYA.NS           "Arshiya Ltd"                                                                                       
GULFCORP-EQ.NS       "GOCL CORPORATION L INR2"                                                                           
OBEROIRLTY-EQ.NS     "OBEROI REALTY LIMITED"                                                                             
RDAFTIIIDG-MF.NS     "RELIANCE MUTUAL FD DUAL ADVANTA"                                                                   
MANAKSIA.NS          "Manaksia Ltd"                                                                                      
POLYPLEX.NS          "Polyplex Corp Ltd"                                                                                 
JMTAUTOLT.NS         "JMT Auto Ltd"                                                                                      
CMAHENDRA.NS         "C Mahendra Exports Ltd"                                                                            
PALREDTECH-BE.NS     "Palred Technologies Ltd"                                                                           
3RDROCK-IT.NS        "3rd Rock Multimedia Ltd"                                                                           
PRICOL.NS            "Pricol Ltd"                                                                                        
NCOPPER-BE.NS        "NISSAN COPPER LTD INR10"                                                                           
GRAVITA.NS           "Gravita India Limited"                                                                             
KANDAGIRI-EQ.NS      "Kandagiri Mills Ltd"                                                                               
NAVKARCORP-EQ.NS     "NAVKAR CORPORATION LIMITED"                                                                        
VICEROY.NS           "Viceroy Hotels Ltd"                                                                                
AUTOIND.NS           "Autoline Industries Ltd"                                                                           
ORIENTALTL-EQ.NS     "ORIENTAL TRIMEX INR10"                                                                             
MANALIPETC-EQ.NS     "MANALI PETROCHEMICALS LIMITED"                                                                     
BANARISUG.NS         "Bannari Amman Sugars Ltd"                                                                          
ALPA-EQ.NS           "ALPA LABORATORIES LIMITED"                                                                         
PRECWIRE.NS          "Precision Wires India Ltd"                                                                         
KAYA-EQ.NS           "KAYA LIMITED"                                                                                      
TATASPONGE-EQ.NS     "TATA SPONGE IRON LIMITED"                                                                          
TVTODAY.NS           "TV Today Network Ltd"                                                                              
PIDILITIND-EQ.NS     "PIDILITE INDUSTRIES LIMITED"                                                                       
SUNDRMBRA.NS         "Sundaram Brake Linings Ltd"                                                                        
MANAKSTEEL-BE.NS     "Manaksia Steels Ltd"                                                                               
TBZ.NS               "Tribhovandas Bhimji Zaveri Ltd"                                                                    
GLOBALVECT-EQ.NS     "GLOBAL VECTRA HELICORP LIMITED"                                                                    
VARDMNPOLY-EQ.NS     "VARDHMAN POLYTEX LIMITED"                                                                          
SHALPAINT.NS         "Shalimar Paints Ltd"                                                                               
BANKBEES.NS          "Goldman Sachs Bank BeES ETF"                                                                       
FARMAXIND.NS         "Farmax India Ltd"                                                                                  
SHARIABEE.NS         "BENCHMARK MUTUAL SHARIAH BENCHM"                                                                   
AUSOMENT.NS          "Ausom Enterprise Ltd"                                                                              
LCCINFOTEC-BE.NS     "LCC INFOTECH INR2"                                                                                 
JBMA-EQ.NS           "JBM AUTO LIMITED"                                                                                  
PILITA-EQ.NS         "PIL ITALICA LIFESTYLE LIMITED"                                                                     
INDBANK.NS           "Indbank Merchant Banking Services Ltd"                                                             
ORICONENT-EQ.NS      "ORICON ENTERPRISES LIMITED"                                                                        
PNCINFRA-EQ.NS       "PNC INFRATECH LIMITED"                                                                             
EUROMULTI-EQ.NS      "EURO MULTIVISION LIMITED"                                                                          
BILPOWER.NS          "Bilpower Ltd"                                                                                      
ISFT-BE.NS           ""                                                                                                  
JPASSOCIA.NS         "Jaiprakash Associates Ltd"                                                                         
JAMNAAUTO.NS         "Jamna Auto Industries Ltd"                                                                         
JSWSTEEL.NS          "JSW Steel Ltd"                                                                                     
JKLAKSHMI.NS         "JK Lakshmi Cement Ltd"                                                                             
JUBILANT.NS          "Jubilant Life Sciences Ltd"                                                                        
JAICORPLT.NS         "Jai Corp Ltd"                                                                                      
JUBLFOOD.NS          "Jubilant Foodworks Ltd"                                                                            
JSL.NS               "Jindal Stainless Ltd"                                                                              
RJL.NS               "Renaissance Jewellery Ltd"                                                                         
JBMA-EQ.NS           "JBM AUTO LIMITED"                                                                                  
JMFINANCIL-EQ.NS     "JM FINANCIAL LIMITED"                                                                              
JKIL.NS              "J Kumar Infraprojects Ltd"                                                                         
PCJEWELLER-EQ.NS     "PC JEWELLER LIMITED"                                                                               
JAYNECOIN.NS         "Jayaswal NECO Industries Ltd"                                                                      
JCTEL-EQ.NS          "JCT ELECTRONICS LIMITED"                                                                           
SBBJ.NS              "State Bank Of Bikaner And Jaipur"                                                                  
JAGSNPHAR.NS         "Jagsonpal Pharmaceuticals Ltd"                                                                     
JINDALSAW.NS         "Jindal Saw Ltd"                                                                                    
JISLJALEQ.NS         "Jain Irrigation Systems Limited"                                                                   
JHS.NS               "JHS Svendgaard Laboratories Ltd"                                                                   
JPOLYINVST-EQ.NS     "JINDAL POLY INVESTMENT AND FINA"                                                                   
JAYBARMAR.NS         "Jay Bharat Maruti Ltd"                                                                             
JMTAUTOLT.NS         "JMT Auto Ltd"                                                                                      
JEYPORE.NS           "Jeypore Sugar Co Ltd"                                                                              
JISLDVREQ.NS         "JAIN IRRIGATION SYSTEMS LIMITED"                                                                   
KEI.NS               "KEI Industries Ltd"                                                                                
KWALITY.NS           "Kwality Ltd"                                                                                       
RADICO.NS            "Radico Khaitan Ltd"                                                                                
KSL.NS               "Kalyani Steels Ltd"                                                                                
KOTAKBANK.NS         "Kotak Mahindra Bank Ltd"                                                                           
KTKBANK.NS           "Karnataka Bank Ltd"                                                                                
KANSAINER.NS         "Kansai Nerolac Paints Ltd"                                                                         
KRBL.NS              "KRBL Ltd"                                                                                          
KITEX.NS             "Kitex Garments Ltd"                                                                                
KESORAMIN.NS         "Kesoram Industries Ltd"                                                                            
KAMATHOTE.NS         "Kamat Hotels India Ltd"                                                                            
KCP.NS               "KCP Ltd"                                                                                           
KARURVYSY.NS         "Karur Vysya Bank Ltd"                                                                              
KALYANIFRG-EQ.NS     "KALYANI FORGE LIMITED"                                                                             
KSBPUMPS.NS          "KSB Pumps Ltd"                                                                                     
SKUMARSYNF-EQ.NS     "S KUMARS NATIONWIDE LTD"                                                                           
DSKULKARN.NS         "D S Kulkarni Developers Ltd"                                                                       
KHAITANELE-EQ.NS     "KHAITAN ELECTRICALS LIMITED"                                                                       
KOPDRUGS-BZ.NS       "KDL BIOTECH LIMITED"                                                                               
KLRF-EQ.NS           "KLRF Limited"                                                                                      
KALYANIFRG-BE.NS     "KALYANI FORGE INR10"                                                                               
KOTHARIPR.NS         "Kothari Products Ltd"                                                                              
KSE.NS               "KSE Ltd"                                                                                           
KALYANIFR.NS         ""                                                                                                  
KOLTEPATI.NS         "Kolte Patil Developers Ltd"                                                                        
KOHINOOR.NS          "Kohinoor Foods Ltd"                                                                                
KOTHARIPET-EQ.NS     "KOTHARI PETROCHEMICALS LIMITED"                                                                    
KNRCON.NS            "KNR Constructions Ltd"                                                                             
KSK.NS               "KSK Energy Ventures Ltd"                                                                           
SONASTEER.NS         "Sona Koyo Steering Systems Ltd"                                                                    
KSERASERA-BE.NS      "KSS LTD INR1"                                                                                      
KKCL.NS              "Kewal Kiran Clothing Ltd"                                                                          
KARMAENG.NS          "Karma Energy Ltd"                                                                                  
KANANIIND.NS         "Kanani Industries Ltd"                                                                             
KEYCORPSE.NS         "Keynote Corporate Services Ltd"                                                                    
KMSUGAR-BE.NS        "KM SUGAR MILLS LTD INR2"                                                                           
KESORAMIND-BZ.NS     "KESORAM INDUSTRIES LTD"                                                                            
KABRAEXTRU-EQ.NS     "KABRA EXTRUSION TECHNIK LIMITED"                                                                   
KFA-BZ.NS            "KINGFISHER AIRLINES LTD"                                                                           
GRASIM.NS            "Grasim Industries Ltd"                                                                             
SUZLON.NS            "Suzlon Energy Ltd"                                                                                 
EXIDEIND.NS          "Exide Industries Ltd"                                                                              
ASHOKLEY.NS          "Ashok Leyland Ltd"                                                                                 
ITC.NS               "ITC Ltd"                                                                                           
AXISBANK.NS          "Axis Bank Ltd"                                                                                     
WIPRO.NS             "Wipro Ltd"                                                                                         
HINDALCO.NS          "Hindalco Industries Ltd"                                                                           
YESBANK.NS           "Yes Bank Ltd"                                                                                      
LUPIN.NS             "Lupin Ltd"                                                                                         
RPOWER.NS            "Reliance Power Ltd"                                                                                
IDEA.NS              "Idea Cellular Ltd"                                                                                 
FCEL-EQ.NS           "FUTURE CONSUMER ENTERPRISE LIMI"                                                                   
ESSAROIL.NS          "Essar Oil Ltd"                                                                                     
DCW.NS               "DCW Ltd"                                                                                           
CESC.NS              "CESC Ltd"                                                                                          
BOSCHLTD.NS          "Bosch Ltd"                                                                                         
ALOKTEXT.NS          "Alok Industries Ltd"                                                                               
TORNTPOWE.NS         "Torrent Power Ltd"                                                                                 
TATAELXSI.NS         "Tata Elxsi Ltd"                                                                                    
SJVN.NS              "SJVN Ltd"                                                                                          
SELMCL.NS            "SEL Manufacturing Co Ltd"                                                                          
ROHLTD.NS            "Royal Orchid Hotels Ltd"                                                                           
NCC.NS               "NCC Limited"                                                                                       
MIC.NS               "MIC Electronics Ltd"                                                                               
INFRATEL.NS          "Bharti Infratel Ltd"                                                                               
HCC.NS               "Hindustan Construction Co Ltd"                                                                     
GODREJIND.NS         "Godrej Industries Ltd"                                                                             
GLAXO.NS             "GlaxoSmithKline Pharmaceuticals Ltd"                                                               
EMAMILTD.NS          "Emami Ltd"                                                                                         
CONCOR.NS            "Container Corporation of India Ltd"                                                                
CEATLTD.NS           "Ceat Ltd"                                                                                          
BPCL.NS              "Bharat Petroleum Corp Ltd"                                                                         
BHARATFOR.NS         "Bharat Forge Ltd"                                                                                  
BEML.NS              "BEML Ltd"                                                                                          
ADSL-EQ.NS           "ALLIED DIGITAL SERVICES LIMITED"                                                                   
ABIRLANUV.NS         "Aditya Birla Nuvo Ltd"                                                                             
TV18BRDCS.NS         "TV18 BROADCAST LIMITED"                                                                            
TIPSINDLT.NS         "TIPS Industries Ltd"                                                                               
TIDEWATER.NS         "Tide Water Oil Co India Ltd"                                                                       
THIRUSUGA.NS         "Thiru Arooran Sugars Ltd"                                                                          
SYMPHONY.NS          "Symphony Limited"                                                                                  
SUVEN.NS             "Suven Life Sciences Ltd"                                                                           
SUNTV.NS             "Sun TV Network Ltd"                                                                                
SARLAPOLY.NS         "Sarla Performance Fibers Ltd"                                                                      
RICOAUTO.NS          "Rico Auto Industries Ltd"                                                                          
RANBAXY.NS           "Ranbaxy Laboratories Ltd"                                                                          
PHILIPCAR.NS         "Phillips Carbon Black Ltd"                                                                         
PAGEIND.NS           "Page Industries Ltd"                                                                               
OIL.NS               "Oil India Ltd"                                                                                     
NMDC.NS              "NMDC Ltd"                                                                                          
MUKTAARTS.NS         "Mukta Arts Ltd"                                                                                    
MOSERBAER.NS         "Moser Baer India Ltd"                                                                              
MINDTREE.NS          "MindTree Ltd"                                                                                      
MINDAIND.NS          "Minda Industries Ltd"                                                                              
MANAPPURA.NS         "Manappuram Finance Ltd"                                                                            
KTKBANK.NS           "Karnataka Bank Ltd"                                                                                
KANSAINER.NS         "Kansai Nerolac Paints Ltd"                                                                         
JUBLFOOD.NS          "Jubilant Foodworks Ltd"                                                                            
INDOWIND.NS          "Indowind Energy Ltd"                                                                               
INDIACEM.NS          "India Cements Ltd"                                                                                 
IDBI.NS              "IDBI Bank Ltd"                                                                                     
IBREALEST.NS         "Indiabulls Real Estate Ltd"                                                                        
HFCL.NS              "Himachal Futuristic Communications Ltd"                                                            
SCI.NS               "Shipping Corp of India Ltd"                                                                        
SAKHTISUG.NS         "Sakthi Sugars Ltd"                                                                                 
RUCHISOYA.NS         "Ruchi Soya Industries Ltd"                                                                         
RIIL.NS              "Reliance Industrial Infrastructure Ltd"                                                            
RCF.NS               "Rashtriya Chemicals and Fertilizers Ltd"                                                           
RANEENGIN.NS         "Rane Engine Valve Ltd"                                                                             
PRAJIND.NS           "Praj Industries Ltd"                                                                               
POWERGRID.NS         "Power Grid Corp Of India Ltd"                                                                      
PATINTLOG.NS         "Patel Integrated Logistics Ltd"                                                                    
IPCALAB.NS           "Ipca Laboratories Ltd"                                                                             
IOC.NS               "Indian Oil Corp Ltd"                                                                               
INDUSINDB.NS         "IndusInd Bank Ltd"                                                                                 
INDSWFTLA.NS         "Ind Swift Laboratories Ltd"                                                                        
INDOSOLAR.NS         "Indosolar Ltd"                                                                                     
IDFCBANK-EQ.NS       "IDFC Bank Limited"                                                                                 
HOTELEELA.NS         "Hotel Leela Venture Ltd"                                                                           
HIMATSEID.NS         "Himatsingka Seide Ltd"                                                                             
HCL-INSYS-EQ.NS      "HCL INFOSYSTEMS LIMITED"                                                                           
AKSHOPTFB.NS         "Aksh Optifibre Ltd"                                                                                
ACCELYA-EQ.NS        "ACCELYA KALE SOLUTIONS LIMITED"                                                                    
3IINFOTECH-EQ.NS     "3I INFOTECH LIMITED"                                                                               
ZUARI.NS             "Zuari Agro Chemicals Ltd"                                                                          
ZENITHCOM.NS         "Zenith Computers Ltd"                                                                              
ZEEMEDIA-EQ.NS       "ZEE MEDIA CORPORATION LIMITED"                                                                     
ZEELEARN.NS          "Zee Learn Ltd"                                                                                     
ZANDUREAL.NS         "Zandu Realty Ltd"                                                                                  
TEXMOPIPES-EQ.NS     "TEXMO PIPES AND PRODUCTS LIMITE"                                                                   
TATACOMM.NS          "Tata Communications Ltd"                                                                           
SURANAIND.NS         "Surana Industries Ltd"                                                                             
SUPREMEIN.NS         "The Supreme Industries Limited"                                                                    
SUNDARMFI.NS         "Sundaram Finance Ltd"                                                                              
SUNCLAYLT.NS         "SUNDARAM CLAYTON LIMITED"                                                                          
SIL.NS               "Standard Industries Ltd"                                                                           
SHRIRAMEP.NS         "Shriram EPC Ltd"                                                                                   
SHIVAMAUT.NS         "Shivam Autotech Ltd"                                                                               
SHILPAMED.NS         "Shilpa Medicare Ltd"                                                                               
SANWARIA.NS          "Sanwaria Agro Oils Ltd"                                                                            
NEYVELILI.NS         "Neyveli Lignite Corp Ltd"                                                                          
NDL-EQ.NS            "NANDAN DENIM LIMITED"                                                                              
NAVINFLUOR-EQ.NS     "NAVIN FLUORINE INTERNATIONAL LI"                                                                   
NATIONALU.NS         "National Aluminium Company Limited"                                                                
NATCOPHARM-EQ.NS     "NATCO PHARMA LIMITED"                                                                              
MTNL.NS              "Mahanagar Telephone Nigam Ltd"                                                                     
MOREPENLAB-EQ.NS     "MOREPEN LABORATORIES LIMITED"                                                                      
MINDACORP-EQ.NS      "MINDA CORPORATION LIMITED"                                                                         
MENONBE-EQ.NS        "MENON BEARINGS LIMITED"                                                                            
MEGASOFT.NS          "Megasoft Ltd"                                                                                      
MCDOWELL-N-EQ.NS     "UNITED SPIRITS LIMITED"                                                                            
MAHSEAMLE.NS         "Maharashtra Seamless Ltd"                                                                          
MAHINDCIE-EQ.NS      "MAHINDRA CIE AUTOMOTIVE LIMITED"                                                                   
LUMAXIND.NS          "Lumax Industries Ltd"                                                                              
LOTUSEYE.NS          "Lotus Eye Hospital and Institute Ltd"                                                              
